job_key,date_key,technician_key,service_key,customer_key,status,first_time_fix,duration_min,revenue,cost
976,20260209,3,6,309,Completed,0,129,300.68,147.04
977,20260209,4,7,357,Scheduled,0,207,0.0,0.0
978,20260209,6,4,208,Scheduled,0,265,0.0,0.0
979,20260209,16,2,173,Completed,0,238,381.46,239.82
980,20260209,5,4,42,Completed,1,195,5741.5,3341.69
981,20260209,14,1,376,Completed,0,84,177.23,90.25
982,20260209,11,5,337,Completed,0,96,405.47,266.79
983,20260210,7,2,78,Completed,1,203,349.49,217.68
984,20260210,10,1,204,Completed,1,151,147.31,75.62
985,20260210,2,5,247,Completed,0,104,403.95,206.05
986,20260210,4,3,149,Completed,0,165,389.49,195.98
987,20260210,2,4,99,Completed,1,174,5647.61,2622.29
988,20260210,5,1,190,Completed,1,85,162.51,101.96
989,20260210,15,5,326,Canceled,0,112,0.0,0.0
990,20260210,4,3,59,Completed,1,186,393.4,191.83
991,20260210,3,1,182,Completed,1,123,134.64,69.51
992,20260210,2,5,11,Completed,1,107,384.83,204.73
993,20260210,16,1,349,Completed,0,65,178.56,114.54
994,20260210,12,3,197,Scheduled,0,233,0.0,0.0
995,20260210,14,7,289,Completed,1,178,476.39,282.79
996,20260210,3,7,315,Completed,1,154,514.32,319.13
997,20260210,10,3,282,Completed,1,238,386.28,233.93
998,20260210,11,3,374,Completed,1,199,307.72,138.66
999,20260210,12,3,139,Completed,0,189,407.02,229.82
1000,20260210,9,1,112,Completed,1,110,173.65,111.53
1001,20260210,1,1,352,Completed,1,94,164.9,96.43
1002,20260210,5,1,258,Completed,1,146,137.27,62.67
1003,20260211,7,6,99,Completed,1,236,236.2,142.0
1004,20260211,3,2,266,Completed,1,173,318.07,166.26
1005,20260211,7,5,294,Completed,1,107,396.41,228.45
1006,20260211,1,5,73,Completed,0,96,465.93,268.48
1007,20260211,3,1,332,Completed,0,131,167.9,83.12
1008,20260211,10,5,135,Completed,1,69,371.48,241.09
1009,20260211,4,4,186,Completed,1,207,6646.08,4216.68
1010,20260211,4,6,238,Completed,1,207,281.1,147.22
1011,20260211,3,6,174,Completed,1,164,270.68,163.0
1012,20260211,2,1,242,Scheduled,0,121,0.0,0.0
1013,20260211,7,6,400,Completed,0,200,268.43,154.43
1014,20260211,15,5,67,Completed,1,55,438.59,219.0
1015,20260211,16,5,254,Completed,1,77,448.11,257.89
1016,20260211,5,5,361,Completed,1,139,420.6,240.83
1017,20260211,3,2,300,Completed,1,141,370.09,183.22
1018,20260211,7,3,17,Completed,1,162,347.55,223.5
1019,20260212,14,4,14,Completed,1,147,5904.6,3656.16
1020,20260212,10,7,339,Completed,1,228,479.3,250.35
1021,20260212,5,7,211,Completed,1,153,447.32,248.0
1022,20260212,2,1,246,Completed,1,90,151.3,73.81
1023,20260212,1,7,117,Completed,1,133,503.36,312.26
1024,20260212,8,6,210,Completed,0,185,308.05,209.09
1025,20260212,4,4,55,Completed,0,180,5825.17,3941.29
1026,20260212,6,7,270,Completed,0,240,474.99,294.1
1027,20260212,10,5,28,Completed,0,148,427.62,259.02
1028,20260212,8,5,60,Completed,0,116,483.19,315.84
1029,20260212,7,2,291,Canceled,0,216,0.0,0.0
1030,20260212,8,4,282,Canceled,0,141,0.0,0.0
1031,20260212,1,1,101,Completed,0,78,146.85,77.9
1032,20260212,16,5,366,Completed,1,118,434.14,212.65
1033,20260212,14,5,47,Completed,0,30,378.79,182.83
1034,20260212,10,1,252,Scheduled,0,68,0.0,0.0
1035,20260212,7,7,264,Completed,0,212,464.68,223.88
1036,20260212,15,2,9,Completed,1,164,307.71,182.67
1037,20260213,3,3,359,Completed,1,192,319.0,200.03
1038,20260213,3,2,220,Canceled,0,144,0.0,0.0
1039,20260213,1,1,394,Completed,0,148,138.88,82.39
1040,20260213,10,4,172,Completed,0,188,6817.39,3642.71
1041,20260213,11,1,78,Completed,0,144,153.64,93.86
1042,20260213,16,2,169,Completed,1,153,358.57,225.46
1043,20260213,14,3,75,Completed,0,183,399.48,199.25
1044,20260213,10,1,15,Completed,1,122,168.54,100.24
1045,20260213,14,3,400,Completed,1,212,403.12,258.47
1046,20260213,16,2,275,Completed,1,159,302.83,184.04
1047,20260213,16,4,397,Completed,1,161,7332.11,4531.68
1048,20260213,5,2,215,Completed,1,107,322.63,194.2
1049,20260213,15,2,359,Completed,0,182,344.75,196.55
1050,20260213,3,7,396,Completed,1,164,515.1,249.36
1051,20260213,4,7,77,Completed,1,208,526.61,342.86
1052,20260213,6,1,250,Completed,1,89,163.65,99.94
1053,20260214,8,6,127,Completed,0,229,298.3,154.25
1054,20260214,4,6,177,Completed,1,198,309.31,189.39
1055,20260214,1,1,200,Completed,1,70,134.69,73.89
1056,20260215,12,7,259,Completed,0,164,503.88,286.78
1057,20260215,10,6,47,Completed,1,204,272.44,145.49
1058,20260215,9,5,110,Completed,0,125,484.58,219.35
1059,20260215,11,1,365,Scheduled,0,105,0.0,0.0
1060,20260215,9,6,251,Scheduled,0,189,0.0,0.0
1061,20260216,5,2,195,Completed,0,172,320.63,164.54
1062,20260216,4,6,204,Completed,1,150,248.86,143.78
1063,20260216,5,6,260,Canceled,0,174,0.0,0.0
1064,20260216,9,5,16,Completed,1,137,464.4,293.44
1065,20260216,8,4,219,Completed,1,184,6675.0,4363.44
1066,20260216,13,6,360,Canceled,0,210,0.0,0.0
1067,20260216,13,6,210,Completed,0,207,283.83,147.75
1068,20260216,7,3,337,Canceled,0,252,0.0,0.0
1069,20260216,13,6,388,Completed,0,171,296.21,186.09
1070,20260216,15,7,116,Completed,0,190,501.19,237.26
1071,20260216,4,2,313,Completed,1,190,334.05,189.24
1072,20260216,16,1,346,Completed,0,79,143.21,91.5
1073,20260216,14,4,163,Completed,1,194,6639.15,4338.84
1074,20260216,1,5,399,Completed,1,143,455.94,295.37
1075,20260216,10,1,260,Completed,1,160,158.94,88.79
1076,20260216,14,2,335,Completed,1,167,360.39,169.53
1077,20260216,14,7,273,Completed,1,196,478.99,238.64
1078,20260216,8,5,159,Canceled,0,120,0.0,0.0
1079,20260216,9,1,178,Completed,0,129,157.16,80.98
1080,20260216,11,2,3,Completed,1,216,357.24,181.01
1081,20260217,11,2,313,Canceled,0,131,0.0,0.0
1082,20260217,14,5,206,Scheduled,0,141,0.0,0.0
1083,20260217,15,6,250,Completed,1,188,274.91,158.99
1084,20260217,6,6,246,Completed,0,166,248.37,168.76
1085,20260217,10,3,229,Scheduled,0,183,0.0,0.0
1086,20260217,8,4,329,Completed,1,189,6878.51,4264.35
1087,20260217,14,1,187,Completed,1,30,156.37,101.21
1088,20260217,8,5,274,Completed,1,135,463.82,227.97
1089,20260217,4,7,304,Completed,1,176,556.72,335.35
1090,20260217,10,3,207,Completed,0,156,340.58,199.0
1091,20260217,11,3,192,Canceled,0,178,0.0,0.0
1092,20260217,6,2,45,Scheduled,0,182,0.0,0.0
1093,20260217,4,6,92,Completed,0,180,255.02,157.95
1094,20260217,2,5,225,Completed,1,81,471.2,307.45
1095,20260217,6,1,147,Completed,1,146,143.02,73.07
1096,20260217,8,6,212,Completed,0,177,277.45,187.38
1097,20260218,7,2,163,Completed,1,116,375.8,236.92
1098,20260218,13,4,287,Completed,0,199,6354.21,3757.98
1099,20260218,1,1,366,Completed,0,132,144.98,81.74
1100,20260218,6,6,27,Completed,1,160,294.02,176.87
1101,20260218,8,5,44,Completed,1,141,448.19,303.84
1102,20260218,13,6,94,Completed,1,229,260.8,152.3
1103,20260218,2,5,15,Completed,1,68,400.77,235.06
1104,20260218,1,6,1,Completed,0,173,303.27,199.05
1105,20260218,14,2,124,Scheduled,0,243,0.0,0.0
1106,20260218,2,2,248,Completed,1,133,293.87,153.21
1107,20260218,6,4,87,Canceled,0,163,0.0,0.0
1108,20260218,8,2,5,Completed,0,179,357.45,176.99
1109,20260218,1,5,265,Completed,1,88,423.74,260.64
1110,20260218,2,2,237,Completed,0,154,353.02,180.29
1111,20260218,12,1,248,Completed,1,108,166.45,87.01
1112,20260218,5,3,400,Scheduled,0,130,0.0,0.0
1113,20260218,8,7,108,Completed,1,207,537.04,337.28
1114,20260218,11,6,311,Completed,0,120,302.69,188.33
1115,20260218,7,1,20,Completed,1,115,136.92,69.03
1116,20260219,6,5,97,Canceled,0,150,0.0,0.0
1117,20260219,5,6,195,Completed,1,161,253.98,141.79
1118,20260219,4,6,207,Canceled,0,173,0.0,0.0
1119,20260219,6,6,386,Completed,0,121,251.38,165.28
1120,20260219,15,4,297,Completed,1,162,6088.29,2754.36
1121,20260219,11,5,141,Completed,0,118,461.39,247.52
1122,20260219,10,6,9,Completed,1,150,237.08,133.69
1123,20260219,8,7,61,Canceled,0,197,0.0,0.0
1124,20260219,9,4,179,Completed,1,145,7414.86,3721.53
1125,20260219,14,6,159,Completed,1,208,238.14,141.72
1126,20260219,5,4,164,Completed,1,165,5907.36,3860.45
1127,20260219,4,5,148,Completed,1,141,490.83,309.39
1128,20260219,14,6,132,Canceled,0,167,0.0,0.0
1129,20260219,2,6,171,Completed,1,170,264.87,175.5
1130,20260219,11,2,221,Completed,0,202,351.74,224.9
1131,20260220,1,5,108,Completed,1,114,481.96,322.76
1132,20260220,10,6,264,Completed,0,159,251.29,166.63
1133,20260220,10,4,13,Completed,1,193,6046.9,4076.18
1134,20260220,11,3,317,Completed,0,94,310.08,180.61
1135,20260220,5,4,31,Completed,1,198,6414.4,4131.92
1136,20260220,7,6,343,Completed,1,146,245.74,162.38
1137,20260220,2,6,115,Completed,1,174,259.6,150.64
1138,20260220,1,7,382,Completed,1,129,464.22,265.55
1139,20260220,16,2,79,Completed,1,193,382.76,259.94
1140,20260220,3,2,154,Scheduled,0,207,0.0,0.0
1141,20260220,2,3,394,Completed,0,223,320.05,145.03
1142,20260220,4,5,355,Scheduled,0,140,0.0,0.0
1143,20260220,15,1,390,Completed,1,162,153.66,101.43
1144,20260220,12,5,216,Completed,1,74,461.79,262.92
1145,20260220,15,1,74,Completed,1,172,137.63,79.28
1146,20260220,9,3,154,Completed,1,234,315.75,148.75
1147,20260220,6,5,337,Completed,1,44,479.54,260.29
1148,20260220,15,7,270,Completed,1,218,545.74,304.18
1149,20260220,16,1,30,Completed,0,88,169.92,88.91
1150,20260220,11,5,134,Completed,1,79,450.72,211.76
1151,20260220,2,5,211,Completed,0,129,465.96,249.47
1152,20260221,2,5,108,Completed,1,206,455.59,288.48
1153,20260221,15,7,232,Completed,1,122,489.67,286.03
1154,20260222,9,6,396,Completed,1,183,254.56,166.96
1155,20260222,12,5,56,Completed,1,78,401.89,243.26
1156,20260222,13,2,7,Completed,1,201,349.94,175.16
1157,20260222,14,4,3,Completed,0,173,5637.47,2908.86
1158,20260222,3,7,237,Completed,1,199,543.95,324.06
1159,20260222,15,3,337,Completed,0,159,383.65,194.87
1160,20260222,12,7,131,Completed,1,165,536.67,280.38
1161,20260223,14,2,171,Completed,0,188,318.2,196.24
1162,20260223,2,1,38,Scheduled,0,68,0.0,0.0
1163,20260223,3,4,250,Completed,0,188,6757.32,3084.84
1164,20260223,7,1,94,Scheduled,0,104,0.0,0.0
1165,20260223,12,7,219,Canceled,0,153,0.0,0.0
1166,20260223,1,1,10,Completed,0,30,153.85,84.67
1167,20260223,2,3,291,Completed,1,125,376.28,216.38
1168,20260223,8,4,120,Completed,1,174,6906.35,4157.81
1169,20260223,7,5,354,Completed,1,56,386.57,254.2
1170,20260223,3,3,311,Completed,1,199,343.66,209.08
1171,20260223,1,7,251,Completed,1,171,465.62,297.93
1172,20260223,1,3,362,Completed,1,163,343.99,203.62
1173,20260223,13,5,321,Completed,1,121,378.75,218.02
1174,20260223,14,4,396,Completed,1,196,7217.29,3836.55
1175,20260223,11,3,396,Completed,1,257,352.22,204.53
1176,20260223,7,2,332,Completed,1,268,336.0,194.2
1177,20260223,2,2,314,Completed,1,179,373.89,234.37
1178,20260223,7,4,145,Completed,0,225,7122.44,4581.04
1179,20260223,10,2,57,Completed,1,193,369.96,183.45
1180,20260223,15,5,73,Completed,0,148,421.09,268.82
1181,20260223,1,1,105,Completed,1,119,171.95,114.21
1182,20260224,16,1,386,Completed,1,64,144.6,81.7
1183,20260224,1,6,132,Completed,1,164,236.61,134.71
1184,20260224,16,7,343,Completed,1,201,500.18,232.54
1185,20260224,10,3,345,Completed,0,111,355.05,164.76
1186,20260224,1,4,153,Completed,1,225,6025.51,2819.6
1187,20260224,4,5,237,Completed,1,125,482.92,231.44
1188,20260224,11,3,73,Canceled,0,212,0.0,0.0
1189,20260224,13,7,175,Completed,1,195,568.0,260.78
1190,20260224,5,3,296,Scheduled,0,198,0.0,0.0
1191,20260224,12,5,326,Scheduled,0,104,0.0,0.0
1192,20260224,3,2,103,Completed,1,159,330.03,173.19
1193,20260224,13,1,175,Completed,1,130,154.86,75.38
1194,20260224,6,3,400,Completed,1,167,316.76,178.04
1195,20260224,1,7,82,Completed,1,147,561.86,360.04
1196,20260224,6,5,22,Scheduled,0,137,0.0,0.0
1197,20260224,7,5,5,Completed,0,86,403.55,229.59
1198,20260224,4,6,390,Completed,1,202,260.33,160.33
1199,20260224,5,5,126,Completed,1,95,399.68,248.5
1200,20260224,16,3,236,Completed,0,172,399.79,200.48
1201,20260225,2,4,339,Completed,1,209,7036.14,3919.54
1202,20260225,7,4,57,Completed,1,172,7135.74,4347.01
1203,20260225,14,3,241,Completed,0,258,367.3,194.61
1204,20260225,8,2,168,Completed,0,127,343.97,217.02
1205,20260225,16,3,285,Completed,0,242,351.52,209.26
1206,20260225,7,7,79,Completed,0,140,569.96,309.84
1207,20260225,12,3,135,Completed,1,171,343.28,229.42
1208,20260225,8,6,396,Completed,0,160,237.67,143.51
1209,20260225,5,7,262,Completed,1,231,563.49,325.91
1210,20260225,3,6,23,Completed,1,239,307.03,158.43
1211,20260225,1,5,345,Completed,0,152,464.04,281.73
1212,20260225,15,4,315,Completed,1,137,6136.0,2766.29
1213,20260225,3,1,325,Scheduled,0,100,0.0,0.0
1214,20260225,9,4,392,Completed,0,111,6604.48,4017.9
1215,20260225,6,7,274,Completed,1,176,550.75,336.67
1216,20260225,13,4,357,Completed,0,185,7403.99,3464.07
1217,20260225,6,1,370,Completed,0,128,157.6,88.62
1218,20260225,8,3,7,Scheduled,0,144,0.0,0.0
1219,20260226,1,2,299,Scheduled,0,180,0.0,0.0
1220,20260226,6,2,17,Completed,1,155,356.2,226.59
1221,20260226,8,6,56,Completed,0,168,295.43,140.68
1222,20260226,15,2,342,Completed,0,190,292.2,178.52
1223,20260226,7,6,205,Completed,0,246,266.26,130.46
1224,20260226,4,4,357,Completed,1,226,5853.07,3707.74
1225,20260226,12,7,158,Canceled,0,198,0.0,0.0
1226,20260226,8,6,341,Scheduled,0,165,0.0,0.0
1227,20260226,7,4,58,Completed,1,138,6823.34,4003.09
1228,20260226,15,5,182,Completed,1,122,464.26,259.45
1229,20260226,7,4,163,Completed,1,164,5949.59,2883.39
1230,20260226,16,4,180,Completed,1,207,5641.26,3283.29
1231,20260226,12,6,12,Completed,0,213,241.19,163.77
1232,20260226,3,2,377,Canceled,0,202,0.0,0.0
1233,20260226,10,2,301,Completed,1,161,367.97,235.81
1234,20260226,11,6,267,Completed,0,125,236.92,133.04
1235,20260226,11,7,100,Completed,1,231,551.03,278.41
1236,20260226,10,4,383,Completed,1,130,6231.39,3949.82
1237,20260226,9,6,102,Completed,1,110,248.33,132.51
1238,20260226,9,4,231,Completed,1,188,6352.9,3300.64
1239,20260227,7,5,162,Completed,1,173,450.86,305.96
1240,20260227,4,4,148,Completed,0,161,7336.8,4150.92
1241,20260227,16,6,42,Completed,1,174,277.23,168.43
1242,20260227,12,6,237,Completed,1,217,262.04,136.36
1243,20260227,14,1,109,Completed,1,184,140.54,90.56
1244,20260227,10,3,173,Completed,1,119,311.05,181.48
1245,20260227,1,2,161,Completed,0,212,347.1,199.22
1246,20260227,6,2,285,Completed,0,140,375.23,223.67
1247,20260227,13,6,34,Completed,1,156,257.3,149.96
1248,20260227,7,5,32,Completed,1,123,462.36,249.01
1249,20260227,10,4,290,Canceled,0,190,0.0,0.0
1250,20260227,15,6,179,Canceled,0,157,0.0,0.0
1251,20260227,9,4,144,Completed,1,151,5993.64,3990.14
1252,20260227,6,4,165,Completed,1,159,7047.25,3789.49
1253,20260227,16,2,183,Completed,1,111,313.43,197.52
1254,20260227,11,3,6,Completed,1,204,322.82,167.53
1255,20260227,11,5,105,Completed,0,78,483.12,244.14
1256,20260227,10,4,81,Canceled,0,184,0.0,0.0
1257,20260227,5,7,195,Completed,1,142,562.05,346.46
1258,20260227,4,4,144,Completed,1,205,7015.58,3970.76
1259,20260227,16,2,204,Completed,0,172,292.41,182.42
1260,20260227,2,3,189,Canceled,0,225,0.0,0.0
1261,20260228,13,7,124,Canceled,0,194,0.0,0.0
1262,20260228,16,4,281,Completed,0,164,5689.05,2929.52
1263,20260228,2,5,33,Scheduled,0,114,0.0,0.0
1264,20260228,3,4,341,Completed,1,134,5596.09,3461.63
1265,20260228,13,2,2,Completed,1,193,288.85,148.88
1266,20260301,15,4,66,Scheduled,0,225,0.0,0.0
1267,20260301,12,2,367,Completed,1,203,379.67,212.5
1268,20260301,11,5,399,Scheduled,0,83,0.0,0.0
1269,20260302,5,6,350,Completed,1,187,289.16,173.34
1270,20260302,12,5,317,Completed,0,133,465.15,311.14
1271,20260302,3,6,6,Completed,0,238,266.27,125.22
1272,20260302,4,6,212,Completed,1,170,240.14,111.57
1273,20260302,3,6,180,Completed,0,223,247.9,155.79
1274,20260302,1,4,159,Completed,1,210,6594.43,3103.4
1275,20260302,2,7,347,Completed,1,229,449.89,305.47
1276,20260302,5,4,353,Completed,1,119,5989.27,3871.71
1277,20260303,8,7,339,Canceled,0,234,0.0,0.0
1278,20260303,5,7,118,Completed,1,142,553.48,373.79
1279,20260303,3,4,348,Scheduled,0,211,0.0,0.0
1280,20260303,12,2,51,Canceled,0,172,0.0,0.0
1281,20260303,16,3,112,Completed,1,232,335.7,177.12
1282,20260303,12,6,296,Completed,1,148,286.08,145.78
1283,20260303,2,5,353,Canceled,0,134,0.0,0.0
1284,20260303,13,1,254,Completed,0,107,148.87,93.51
1285,20260303,10,7,215,Completed,1,157,451.01,257.88
1286,20260303,4,3,354,Canceled,0,205,0.0,0.0
1287,20260303,7,7,294,Completed,1,230,467.93,260.66
1288,20260303,9,1,107,Scheduled,0,134,0.0,0.0
1289,20260303,3,7,294,Completed,1,235,564.08,287.18
1290,20260303,10,3,64,Completed,1,208,322.52,197.46
1291,20260304,16,4,243,Completed,0,234,5929.84,3676.03
1292,20260304,5,1,245,Completed,1,117,175.65,107.97
1293,20260304,15,2,185,Completed,0,163,336.98,178.34
1294,20260304,4,6,251,Canceled,0,132,0.0,0.0
1295,20260304,3,4,131,Completed,1,144,6570.55,4272.6
1296,20260304,11,5,325,Completed,1,111,379.05,221.3
1297,20260304,1,2,113,Completed,1,200,350.27,209.51
1298,20260304,9,1,113,Completed,1,45,157.89,104.61
1299,20260304,12,4,282,Completed,1,189,6069.98,4084.89
1300,20260304,5,7,173,Completed,1,237,452.89,205.26
1301,20260304,8,2,304,Completed,0,149,317.7,147.77
1302,20260304,11,5,387,Completed,0,68,466.28,236.2
1303,20260304,1,5,322,Completed,1,87,399.65,192.59
1304,20260304,10,2,367,Completed,0,149,308.22,147.3
1305,20260304,11,1,213,Completed,1,149,164.95,91.55
1306,20260304,14,3,283,Completed,0,182,351.21,202.48
1307,20260305,12,6,252,Completed,1,230,287.17,134.44
1308,20260305,14,6,99,Completed,1,193,301.69,170.57
1309,20260305,8,1,138,Completed,1,97,142.97,82.18
1310,20260305,3,2,185,Completed,1,202,314.98,158.66
1311,20260305,15,4,58,Completed,0,217,5962.85,3867.48
1312,20260305,8,3,367,Completed,1,158,310.89,165.35
1313,20260305,5,1,7,Completed,1,112,156.6,79.87
1314,20260305,5,7,82,Scheduled,0,172,0.0,0.0
1315,20260305,8,2,352,Completed,1,156,368.67,222.25
1316,20260305,2,3,266,Completed,1,132,331.63,167.81
1317,20260305,10,3,399,Completed,1,202,402.39,196.99
1318,20260305,16,5,68,Completed,0,126,449.12,203.04
1319,20260305,3,5,63,Completed,1,103,459.26,256.63
1320,20260306,7,5,62,Completed,1,128,426.49,205.42
1321,20260306,16,7,155,Scheduled,0,203,0.0,0.0
1322,20260306,14,4,361,Scheduled,0,219,0.0,0.0
1323,20260306,4,5,381,Canceled,0,44,0.0,0.0
1324,20260306,15,4,342,Completed,1,186,6047.09,3152.97
1325,20260306,6,4,372,Completed,1,182,6918.09,3962.26
1326,20260306,1,6,316,Completed,1,228,274.68,169.53
1327,20260306,12,2,339,Completed,1,259,369.75,191.29
1328,20260306,4,2,390,Completed,1,145,382.67,254.26
1329,20260306,7,5,376,Completed,0,185,402.7,211.81
1330,20260306,1,7,308,Completed,0,215,539.18,293.66
1331,20260306,2,7,392,Completed,1,173,503.61,339.68
1332,20260306,10,4,334,Completed,1,182,5935.26,3099.42
1333,20260306,8,3,179,Completed,1,179,316.98,183.53
1334,20260306,3,5,175,Completed,1,30,401.2,242.98
1335,20260306,12,2,363,Completed,1,97,299.97,195.01
1336,20260306,16,1,85,Completed,1,78,165.29,77.28
1337,20260307,2,5,208,Scheduled,0,76,0.0,0.0
1338,20260307,15,2,329,Completed,1,169,330.82,154.62
1339,20260307,13,4,152,Completed,0,199,7032.78,3751.16
1340,20260307,12,2,68,Completed,1,181,360.36,239.81
1341,20260308,8,4,107,Completed,0,149,5913.74,3531.65
1342,20260308,11,6,227,Completed,0,180,247.05,126.4
1343,20260308,16,1,172,Completed,1,51,144.67,69.41
1344,20260308,11,5,400,Completed,0,88,439.27,266.36
1345,20260308,1,2,192,Completed,1,173,337.25,161.88
1346,20260308,9,2,302,Completed,0,214,296.89,187.76
1347,20260309,16,3,247,Completed,0,193,311.36,162.18
1348,20260309,3,4,247,Completed,1,228,6478.97,4375.25
1349,20260309,9,5,319,Completed,1,142,410.67,227.29
1350,20260309,11,1,168,Completed,1,65,172.51,100.04
1351,20260309,9,6,388,Completed,1,158,272.71,161.13
1352,20260309,7,6,123,Canceled,0,145,0.0,0.0
1353,20260309,1,3,262,Completed,1,147,326.65,163.91
1354,20260309,9,1,206,Completed,0,124,155.49,97.14
1355,20260309,14,2,112,Scheduled,0,173,0.0,0.0
1356,20260309,13,6,250,Completed,1,88,239.28,135.5
1357,20260309,1,1,5,Completed,1,85,161.39,100.55
1358,20260309,11,1,189,Completed,0,128,147.42,96.67
1359,20260310,10,1,222,Completed,1,79,175.46,79.8
1360,20260310,4,3,132,Canceled,0,164,0.0,0.0
1361,20260310,5,7,151,Completed,0,181,443.34,276.68
1362,20260310,11,1,285,Completed,1,58,157.3,80.25
1363,20260310,2,1,103,Completed,0,72,151.98,70.19
1364,20260310,4,2,287,Completed,1,202,337.33,161.93
1365,20260310,13,4,35,Completed,1,123,6942.84,3920.28
1366,20260310,6,4,227,Completed,1,166,7240.75,4080.37
1367,20260310,7,2,311,Scheduled,0,163,0.0,0.0
1368,20260310,1,4,7,Scheduled,0,136,0.0,0.0
1369,20260310,4,3,5,Completed,1,142,372.25,228.36
1370,20260310,14,4,195,Completed,0,194,5765.4,3875.04
1371,20260310,2,1,245,Completed,0,171,166.48,79.85
1372,20260310,1,7,323,Completed,0,251,461.09,238.25
1373,20260310,11,3,81,Canceled,0,220,0.0,0.0
1374,20260311,16,4,388,Completed,0,189,6848.02,3718.52
1375,20260311,11,1,291,Completed,1,122,175.54,103.41
1376,20260311,5,2,39,Completed,1,172,333.12,157.69
1377,20260311,9,5,60,Completed,0,156,425.59,238.85
1378,20260311,4,3,333,Scheduled,0,165,0.0,0.0
1379,20260311,13,1,323,Completed,1,97,150.69,91.28
1380,20260311,12,7,161,Completed,1,178,528.88,338.71
1381,20260311,2,1,240,Completed,1,119,170.65,110.12
1382,20260311,15,6,362,Completed,1,143,299.43,177.15
1383,20260311,10,1,185,Completed,1,152,142.46,72.47
1384,20260311,16,7,51,Completed,0,133,434.82,222.95
1385,20260311,8,1,187,Completed,1,74,147.43,74.73
1386,20260311,16,6,379,Scheduled,0,200,0.0,0.0
1387,20260312,11,5,79,Canceled,0,120,0.0,0.0
1388,20260312,15,1,100,Completed,1,140,170.38,91.46
1389,20260312,2,2,50,Completed,0,211,365.13,193.76
1390,20260312,13,7,309,Completed,1,203,531.7,308.24
1391,20260312,15,5,186,Completed,1,64,443.9,275.98
1392,20260312,14,5,347,Completed,1,73,434.0,219.74
1393,20260312,11,2,20,Scheduled,0,181,0.0,0.0
1394,20260312,11,4,122,Completed,1,185,5673.03,3666.19
1395,20260312,12,1,249,Scheduled,0,129,0.0,0.0
1396,20260312,6,1,229,Completed,1,87,141.91,90.84
1397,20260312,12,3,167,Completed,1,199,344.33,182.67
1398,20260312,16,3,54,Completed,0,135,392.64,262.83
1399,20260312,9,1,376,Completed,0,140,164.39,90.29
1400,20260313,14,7,137,Completed,1,218,524.08,356.03
1401,20260313,8,1,213,Completed,1,70,178.47,83.0
1402,20260313,6,3,276,Scheduled,0,170,0.0,0.0
1403,20260313,5,3,157,Canceled,0,197,0.0,0.0
1404,20260313,6,2,352,Completed,0,101,347.52,184.6
1405,20260313,13,6,97,Completed,0,211,288.19,142.95
1406,20260313,16,3,166,Canceled,0,142,0.0,0.0
1407,20260313,1,1,269,Completed,1,112,146.83,87.26
1408,20260313,14,2,217,Completed,1,160,320.86,197.52
1409,20260313,1,4,76,Canceled,0,203,0.0,0.0
1410,20260313,16,7,123,Completed,1,69,477.28,314.41
1411,20260313,4,1,330,Completed,1,83,140.46,89.11
1412,20260313,8,3,145,Completed,0,162,372.87,181.72
1413,20260314,7,6,266,Completed,1,131,237.88,140.9
1414,20260314,5,1,363,Completed,0,180,148.65,78.61
1415,20260314,14,2,160,Completed,1,188,308.77,200.54
1416,20260315,1,7,62,Completed,1,156,551.91,269.41
1417,20260315,15,6,6,Completed,1,130,301.95,145.04
1418,20260315,7,7,345,Completed,1,213,549.34,370.01
1419,20260316,13,2,287,Canceled,0,134,0.0,0.0
1420,20260316,16,4,393,Completed,0,203,7149.05,3651.8
1421,20260316,15,2,311,Completed,1,111,327.55,152.95
1422,20260316,13,4,30,Scheduled,0,224,0.0,0.0
1423,20260316,7,1,53,Scheduled,0,194,0.0,0.0
1424,20260316,8,6,46,Completed,1,132,270.35,177.94
1425,20260316,2,4,13,Completed,1,169,7207.3,4507.0
1426,20260316,15,2,30,Completed,0,169,332.88,188.17
1427,20260316,14,1,255,Completed,1,129,156.24,105.45
1428,20260316,7,5,135,Completed,1,57,418.4,280.04
1429,20260316,9,5,316,Completed,1,71,416.84,243.43
1430,20260316,4,4,241,Completed,1,216,6460.03,3489.83
1431,20260316,8,4,349,Scheduled,0,250,0.0,0.0
1432,20260316,6,7,98,Completed,1,230,572.11,325.28
1433,20260316,6,4,339,Completed,1,176,6792.42,3415.58
1434,20260316,11,2,395,Completed,1,166,364.16,242.97
1435,20260317,9,2,322,Completed,0,204,311.93,173.53
1436,20260317,4,2,77,Completed,1,158,319.43,203.39
1437,20260317,7,1,240,Canceled,0,88,0.0,0.0
1438,20260317,8,7,178,Completed,1,155,519.53,276.64
1439,20260317,10,6,101,Completed,0,202,257.35,122.18
1440,20260317,2,5,339,Completed,1,107,482.44,225.05
1441,20260317,12,2,295,Completed,0,268,289.22,165.65
1442,20260317,3,3,165,Scheduled,0,138,0.0,0.0
1443,20260317,6,1,301,Completed,1,166,177.92,90.0
1444,20260317,2,5,308,Completed,0,110,408.6,191.08
1445,20260317,13,1,220,Scheduled,0,159,0.0,0.0
1446,20260317,7,7,392,Completed,1,169,559.57,328.0
1447,20260317,7,2,243,Completed,0,167,290.56,131.17
1448,20260317,14,6,266,Completed,1,243,261.04,162.45
